docid,author,datetype,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title,volgenre
mdp.39015013014223,"Kogon, Eugen,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015013014223.basic.json.bz2,NotFiction,"New York;Berkley Books;1980, 1981 printing.",1980,,59211210,nyu,000803639,other,1980,Schutzstaffel|Nationalsozialistische Deutsche Arbeiter-Partei|Germany|Concentration camps,The theory and practice of Hell,non
uc1.b4270234,"Caplovitz, David.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b4270234.basic.json.bz2,NotFiction,"Beverly Hills, Calif.|Sage Publications|c1979.",1979,,4907783,cau,300367,other,1979,Psychological aspects|United States|Cost and standard of living|Unemployment|Effect of inflation on,Making ends meet,non
mdp.39015011689810,"Kerman, Gertrude Lerner.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015011689810.basic.json.bz2,Drama|Bibliographies|Juvenile audience,"Irvington-on-Hudson, N. Y.|Harvey House|1961.",1961,PN3171K36,881613,nyu,001012622,dra,1961,Children's plays|Children's theater|Drama in education,Plays and creative ways with children,non
uc1.31822011831773,"Heydenreich, Ludwig H.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.31822011831773.basic.json.bz2,Bibliographies|NotFiction,New York|Viking Press|1974,1974,ND623.L55H49,2668034,nyu,8513198,other,1974,Italy|da Vinci|Mural painting and decoration|Leonardo|1452-1519|Conservation and restoration|Last Supper|Milan,Leonardo,non
mdp.39015002311937,"Auden, W. H.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015002311937.basic.json.bz2,NotFiction,Oxford|Clarendon Press|1956.,1956,,306016,enk,1436369,poe,1956,Poetry,"Making, knowing, and judging;",non
uc1.$b384967,"Strong, Hilda Arthurs.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b384967.basic.json.bz2,NotFiction,Peiping|H. Vetch|1933.,1933,,260738,xx ,9450060,other,1933,"Art objects, Chinese|Art, Chinese",A sketch of Chinese arts and crafts,non
uc1.$b590213,"Harley, John Eugene,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b590213.basic.json.bz2,NotFiction,Los Angeles|1947,1947,JX1977.H3,1264654,xx ,8707711,other,1947,United Nations|International organization,Documentary textbook on the United Nations;,non
mdp.39015059120207,"Orr, Susan,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015059120207.basic.json.bz2,Bibliographies|NotFiction,"Lanham, Md.|Rowman & Littlefield|c1995.",1995,BS1236.S783O77 1995,32456475,mdu,4743322,other,1995,"Criticism, interpretation, etc|Doctrines|Jerusalem and Athens|Strauss, Leo|Bible|Judaism|Judaism and philosophy|History|Genesis|Faith and reason|O.T|20th century|Philosophy, Ancient",Jerusalem and Athens,non
mdp.39015018470941,"Friedrich, Caspar David,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015018470941.basic.json.bz2,Bibliographies|Catalog|NotFiction,New York|Metropolitan Museum of Art|Chicago|Art Institute of Chicago|New York|Distributed by Abrams|c1990.,1990,N6888.F7626A4 1990,22381500,nyu,2458230,other,1990,"1774-1840|Friedrich, Caspar David|Gosudarstvennyĭ Ėrmitazh (Russia)|Exhibitions|Gosudarstvennyĭ muzeĭ A.S. Pushkina",The romantic vision of Caspar David Friedrich,non
mdp.39015005690931,"Lucas, E. V.",s,    ,v.1,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015005690931.basic.json.bz2,Biography|NotFiction,"London|Methuen and Company, limited|New York|C. Scribner's Sons|1921.",1921,ND237.A2L8,2056258,enk,367893,bio,1921,"Abbey, Edwin Austin|1852-1911","Edwin Austin Abbey, royal academician;",non
mdp.39015081951843,,s,    ,no.7-8,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015081951843.basic.json.bz2,NotFiction,Washington|U. S. Govt. Print. Off.|1956.,1956,UB403.A468,9871156,dcu,1688623,other,1956,Military pensions|United States|Veterans,Survivor benefits for service-connected deaths and veterans' insurance,non
uc1.b4384726,"Goldstein, Richard,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b4384726.basic.json.bz2,Bibliographies|NotFiction,New York|Macmillan|c1980.,1980,,6016199,nyu,692365,other,1980,"History|Influence|Baseball|United States|World War, 1939-1945",Spartan seasons,non
mdp.39015006476629,"Enke, Stephen.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015006476629.basic.json.bz2,NotFiction,"Englewood Cliffs, N.J.|Prentice-Hall|1963.",1963,HD82.E55,230017,nju,1326445,other,1963,Economic development,Economics for development,non
mdp.39015079195569,"Gorman, Michele,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015079195569.basic.json.bz2,NotFiction|Bibliographies,"Columbus, Ohio|Linworth Pub.|c2008.",2008,PN6710.G678 2008,166317567,ohu,005925513,non,2008,"Comic books and children|History and criticism|Comic books, strips, etc",Getting graphic!,non
mdp.39015020487768,"Maller, Julius Bernard,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015020487768.basic.json.bz2,NotFiction,"New York and London|The Regents' inquiry, The McGraw-Hill book company, inc.|1938.",1938,LA337.M3,1426310,nyu,1310822,other,1938,Social conditions|New York (State)|Education|Economic conditions|Population,School and community;,non
mdp.35112101460600,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.35112101460600.basic.json.bz2,NotFiction,Austin|1953.,1953,JK48311953bx,5065262,txu,10393074,other,1953,"Handbooks, manuals, etc",Manual of Texas state government,non
mdp.39015020858877,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015020858877.basic.json.bz2,Bibliographies|NotFiction,"New York, N.Y.|Architectural League of New York|the Public Education Association|Princeton Architectural Press|c1992.",1992,LB3221.N436 1992,27012852,nyu,2614167,other,1992,Design and plans|School size|New York|Case studies|New York (State)|Urban schools|School buildings,New schools for New York,non
uc1.b3635780,"Cahn, Frances,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3635780.basic.json.bz2,NotFiction|Bibliographies,Washington|Brookings Institution|1949.,1949,JK691.C25,2048922,dcu,001142168,non,1949,United States|Civil service,Federal employees in war and peace;,non
mdp.39015005439131,"Holt, Edgar,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015005439131.basic.json.bz2,Bibliographies|NotFiction,London|Putnam|1958.,1958,DT930.H7,1635534,enk,1260330,other,1958,"South African War, 1899-1902",The Boer War,non
mdp.39015002265414,"Stevens, L. Robert.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015002265414.basic.json.bz2,Bibliographies|NotFiction|Biography,Boston|Twayne Publishers|1978.,1978,QH31.D2S831,3869242,mau,000136498,bio,1978,"Great Britain|Biography|Darwin, Charles|Naturalists|1809-1882",Charles Darwin,non
mdp.39015026973753,"Kent, Graeme.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015026973753.basic.json.bz2,Bibliographies|NotFiction,London|Batsford|1968.,1968,LB1027.K43,460173,enk,1067847,other,1968,"Education, Elementary|Activity programs in education",Projects in the primary school,non
uc1.32106014210766,,s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.32106014210766.basic.json.bz2,NotFiction,Canada|Geological Association of Canada|1999?,1999,,42020007,xxc,009159531,non,1999,Congresses|Canada|Petrology|Abstracts|Geology|Mineralogy,Sudbury 1999,non
uc1.$b91995,"Hough, John Aspey,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b91995.basic.json.bz2,NotFiction,Manchester;Co-operative union ltd.;1936.,1936,,13120466,enk,006596246,other,1936,Profit-sharing|Great Britain|Cooperation,Dividend on co-operative purchases;,non
uc1.$b592866,"Foot, David K.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b592866.basic.json.bz2,Bibliographies|NotFiction,Toronto|J. Lorimer in association with the Canadian Institute for Economic Policy|1982.,1982,HB3529.F66 1982,8828050,onc,232580,other,1982,Economic policy|Population forecasting|Population|Canada,Canada's population outlook,non
uc1.$b27039,"Davis, Ralph Currier,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b27039.basic.json.bz2,NotFiction,New York|London|Harper & brothers|c1941,1941,TS155.D26,1706492,nyu,1115952,other,1941,Industrial efficiency|Factory management,Shop management for the shop supervisor,non
pst.000025007206,,s,    ,4.R 31/3:104-35,/Volumes/TARDIS/work/hathifiles/counts/pst.000025007206.basic.json.bz2,Bibliographies|NotFiction,"Washington|U.S. G.P.O.|For sale by the U.S. G.P.O., Supt. of Docs., Congressional Sales Office|1995.",1995,,33885096,xxu,8518370,other,1995,United States|Recreational use|National parks and reserves|Fees|Public lands|Law and legislation|User charges,Recreation fees,non
mdp.39015006844818,"Gamow, George,",c,1953,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015006844818.basic.json.bz2,NotFiction,New York|The Viking Press|1941 (1953 printing),1941,QE501.G35,546041,nyu,1488286,other,1941,Cosmogony,"Biography of the earth, its past, present, and future",non
uc1.32106019670238,"Sir, Churchill, Winston,",m,1938,v.6,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.32106019670238.basic.json.bz2,NotFiction|Biography,New York|C. Scribner' sons|1933-38.,1933-1938,,769250,nyu,000107204,bio,1933,"1660-1714|1650-1722|Duke of|History|Marlborough, John Churchill","Marlborough, his life and times",non
uc1.b4519531,"Butt, Archibald Willingham,",s,    ,v.2,/Volumes/TARDIS/work/hathifiles/counts/uc1.b4519531.basic.json.bz2,NotFiction,"Garden City, N.Y.|Doubleday, Doran & company, inc.|1930.",1930,,456622,nyu,469425,other,1930,"1858-1919|Social life and customs|(William Howard)|Taft, William H|Roosevelt, Theodore|1857-1930","Taft and Roosevelt, the intimate letters of Archie Butt",non
mdp.39015011230540,"Smith, Dave,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015011230540.basic.json.bz2,NotFiction,Urbana|University of Illinois Press|c1985.,1985,PS325.S65 1985,10458250,ilu,471755,poe,1985,American poetry|20th century|History and criticism,Local assays,non
uc1.b3427718,"Arensberg, Conrad M.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b3427718.basic.json.bz2,NotFiction,"Cambridge, Mass.|Harvard U.P.|1940.",1940,GN585.I7A69 1968,819118,mau,1275148,other,1940,Families|Social life and customs|Community life|Social conditions|Social psychology,Family and community in Ireland,non
mdp.39015033639173,,s,    ,v.2,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015033639173.basic.json.bz2,Bibliographies|NotFiction,Washington|1950.,1950,Z1001.U5,6184811,dcu,1166563,other,1950,Methodology|Bibliography,"Bibliographical services, their present state and possibilities of improvement;",non
mdp.39015066646574,"Hudson, W. H. (William Henry),",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015066646574.basic.json.bz2,NotFiction|Biography,London|Eveleigh Nash & Grayson Limited|1925.,1925,,2505562,enk,000168739,bio,1925,"(William Henry)|1841-1922|Hudson, W. H","Men, books and birds",non
mdp.39015011738211,"Gabel, Robert A.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015011738211.basic.json.bz2,Bibliographies|NotFiction,New York|Wiley|c1987.,1987,TK454.2.G22 1987,13397332,nyu,813214,other,1987,Linear systems|Electric network analysis,Signals and linear systems,non
mdp.39015010249632,"Pares, Richard,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015010249632.basic.json.bz2,Bibliographies|NotFiction|Biography,Oxford [Eng.|Clarendon Press|1954,1954,,5465433,enk,000108650,bio,1954,George|1760-1820|1738-1820|Politics and government|King of Great Britain|III,King George III and the politicians,non
mdp.39015001638710,"Lichtenberg, Philip.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015001638710.basic.json.bz2,Bibliographies|NotFiction,New York|Springer Pub. Co.|1969,1969,BF173.L48,54812,nyu,000621267,non,1969,Psychoanalysis,Psychoanalysis,non
mdp.39015004862333,"Barcan, Monica.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015004862333.basic.json.bz2,NotFiction,Bucharest;Meridiane;1978.,1978,,4517235,rm ,000257657,other,1978,Germans|Romania|History,The German nationality in Romania,non
mdp.39015005388320,"Chambers, E. K.",s,    ,v.1,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015005388320.basic.json.bz2,Bibliographies|NotFiction,Oxford|The Clarendon press|1930.,1930,PR 2894C44 1930,353406,enk,1112076,other,1930,"Stage history|To 1625|Criticism, Textual|Criticism and interpretation|1564-1616|Shakespeare, William",William Shakespeare,non
uc1.b3626412,"Devine, Edward T.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b3626412.basic.json.bz2,NotFiction,New York|The Macmillan company|1922.,1922,HV31.D55,2084561,nyu,1677951,other,1922,Social service,Social work,non
mdp.39015007028965,"Parish, James Robert.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015007028965.basic.json.bz2,NotFiction|Biography|Bibliographies,"New Rochelle, N.Y.;Arlington House;c1978.",1978,PN1998.A2P39176,4003425,nyu,000176367,bio,1978,Biography|United States|Motion picture actors and actresses,The Hollywood beauties,non
mdp.39015000661150,"Christie, Anthony.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015000661150.basic.json.bz2,Bibliographies|NotFiction,London|Hamlyn|1968.,1968,GR335.C568,41132,enk,1394562,other,1968,"Mythology, Chinese",Chinese mythology,non
mdp.39015059450679,"Bradford, Gamaliel,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015059450679.basic.json.bz2,NotFiction|Biography,New York|London|Harper & brothers|c1925,1925,E176.B84,5971990,nyu,000118773,bio,1925,Women|United States|Biography,Wives,non
uc1.$b117179,"Stewart, George Rippey,", ,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b117179.basic.json.bz2,UnknownGenre,New York|Random House|1945,1945,E155.S8,186315156,nyu,008011830,non,1945,"United States|Names, Geographical",Names on the land,non
inu.32000007483920,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.32000007483920.basic.json.bz2,NotFiction,"Geneva|Publicity Department, Executive of the Ukrainian Nationalists|1928",1928,,34904729,sz ,6782872,other,1928,,"The Ukrainian question, a peace problem",non
mdp.39015005894962,"Chhabra, Bahadur Chand,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015005894962.basic.json.bz2,NotFiction,Delhi|Munshi Ram Manohar Lal|1965,1965,DS509.3.C5,2125668,xx ,1254850,other,1965,Indic influences,Expansion of Indo-Aryan culture during Pallava rule,non
mdp.39015001689192,"Tallman, Marjorie.",c,1959,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015001689192.basic.json.bz2,Dictionary|NotFiction,"New York|Philosophical Library|1960, c1959",1960,GR105.T3,492754,nyu,1276370,other,1960,Dictionaries|United States|Folklore,Dictionary of American folklore,non
uc1.b4393790,"Welles, Sumner,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4393790.basic.json.bz2,NotFiction,New York|London|Harper & brothers|1944,1944,,4649314,nyu,009513292,non,1944,"Foreign relations|World War, 1939-1945|United States|1933-1945|Reconstruction (1939-1951)",The time for decision,non
uc1.b4505437,"Miller, Darlis A.,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b4505437.basic.json.bz2,Bibliographies|NotFiction|Biography,Albuquerque|Published in cooperation with the Historical Society of New Mexico [by] University of New Mexico Press|c1982.,1982,F801.M47 1982,8627396,nmu,000231406,bio,1982,New Mexico|Army|Soldiers|1848-|United States|History|California Column|History | Biography|Biography,The California Column in New Mexico,non
uc1.32106008635655,"John, Lisle Cecil,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.32106008635655.basic.json.bz2,NotFiction,New York;Russell;1938.,1938,,254556855,   ,007122398,poe,1938,"History and criticism|English poetry|Early modern, 1500-1700|Sonnets, English",The Elizabethan sonnet sequences; studies in conventional conceits,non
mdp.39015082420855,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015082420855.basic.json.bz2,UnknownGenre,Paris|Organisation for Economic Co-operation and Development|1964.,1964,,2386374,fr ,2008097,other,1964,Industrial technicians|Ireland|Technical education,Training of technicians in Ireland,non
mdp.39015033886519,"Joeckel, Carleton B.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015033886519.basic.json.bz2,NotFiction,"Chicago, Ill.|The University of Chicago press|1935",1935,Z665.J64,2794358,ilu,1107576,other,1935,Library finance|United States|Libraries and state|Library legislation|Library trustees|Libraries,The government of the American public library,non
mdp.39015042920556,"Mamun, Muhammad Z.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015042920556.basic.json.bz2,Bibliographies|NotFiction,Dhaka|University Press|1999.,1999,,41612810,bg ,3497209,other,1999,"Rural population|Bangladesh|Migration, Internal|Soil erosion",Densification,non
mdp.39015077294653,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015077294653.basic.json.bz2,NotFiction,Washington|Govt. print. off.|1924,1924,QC100.U555 no. 134,41267047,dcu,1687575,other,1924,Chemical systems|Fire extinction,United States government master specification for fire-extinguishing liquid (carbon tetrachloride base),non
mdp.39015092873085,"Corbett, James P.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015092873085.basic.json.bz2,NotFiction,"Washington, D.C.|U.S. Dept. of Commerce, Bureau of the Census|For sale by Supt. of Docs., U.S. Govt. of Print. Off.|1979 i.e. 1980.",1979,GA23.C67,5830526,dcu,691179,other,1979,Géographie mathématique|Mathematical geography|Cartography|Combinatorial topology|Cartographie|Data processing|Informatique|Topologie combinatoire,Topological principles in cartography,non
mdp.39015027610370,"Mance, Harry Osborne,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015027610370.basic.json.bz2,NotFiction,London|Oxford University Press|1943.,1943,TL552.M35,1614199,enk,1657161,other,1943,"Law and legislation|Aeronautics|Aeronautics, Commercial",International air transport,non
mdp.49015002863869,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.49015002863869.basic.json.bz2,Bibliographies|Dictionary|NotFiction,"Indianapolis, Ind.|Jist Works|1998.",1998,HB2595.O16 1998,38884300,inu,4541123,other,1998,O*NET|Dictionaries|United States|Classification|Occupations,The O*NET dictionary of occupational titles,non
uc1.b3219327,"Stewart, Oscar M.",s,    ,copy 2,/Volumes/TARDIS/work/hathifiles/counts/uc1.b3219327.basic.json.bz2,NotFiction,Boston|New York [etc.|Ginn and Company|1944,1944,QC21.S79 1944,1053361,mau,536652,other,1944,Physics,Physics,non
uc1.b4682698,"Gray, Thomas,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b4682698.basic.json.bz2,NotFiction,Cambridge [Eng.|University Press|1922.,1922,,8548563,xx ,9430534,poe,1922,,English poems,non
mdp.39015002259573,"Smith, S. Stephenson",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015002259573.basic.json.bz2,UnknownGenre,New York;Thomas Y Crowell company;1938,1938,,68189393,nyu,001899183,dra,1938,History and criticism|Drama|Aesthetics|Literature|Reviews|Books,The craft of the critic,non
uc1.$b74862,"Reeve, Juliet,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b74862.basic.json.bz2,NotFiction,"Wichita, Kan.|1948.",1948,LD1871.F52R4,5591827,ksu,6586358,other,1948,"Wichita, Kan|Friends University","Friends, University",non
mdp.39015018390990,"Welford, A. T. (Alan Traviss)",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015018390990.basic.json.bz2,NotFiction,London|Routledge and Payl|1962,1962,HM15.W45 1962a,34261712,enk,000965019,non,1962,Sociology,Society: problems and methods of study,non
mdp.39015074926307,"Washington, George,",m,1944,v.22,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015074926307.basic.json.bz2,NotFiction,Washington|U.S. Govt. Print. Off.|1931-44,1931-1944,E312.71931,6516955,dcu,366819,other,1931,"History|Washington family|Revolution, 1775-1783","The writings of George Washington from the original manuscript sources, 1745-1799;",non
mdp.39015046355882,"Sorel, Georges,",r,1914,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015046355882.basic.json.bz2,Bibliographies|NotFiction,New York|AMS Press|1975.,1975,HD6477.S523 1975,1709294,nyu,32103,other,1975,Violence|Social conflict|Syndicalism|Strikes and lockouts,Reflections on violence,non
mdp.39015046858067,,s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015046858067.basic.json.bz2,Dictionary|NotFiction,"Springfield, Mass.|Merriam-Webster|1983.",1983,PE1628.W5638 1983,8930587,mau,318759,other,1983,English language|Dictionaries,Webster's ninth new collegiate dictionary,non
uiuo.ark:/13960/t5t73gc97,"Bates, David Homer,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uiuo.ark+=13960=t5t73gc97.basic.json.bz2,NotFiction,"New York|W.E. Rudge, inc.|1926.",1926,E457.15.B33,1332448,nyu,6578428,other,1926,"1809-1865|History|Civil War, 1861-1865|Anecdotes|Lincoln, Abraham",Lincoln stories told by him in the Military Office in the War Department during the Civil War,non
mdp.39015050005720,"Mann, Peggy.",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39015050005720.basic.json.bz2,Bibliographies|NotFiction|Biography,"New York|Coward, McCann & Geohegan|c1975.",1975,E748.B885M35 1975,1522788,nyu,000044553,bio,1975,"1904-1971|Bunche, Ralph J|(Ralph Johnson)","Ralph Bunche, UN peacemaker",non
mdp.39015016742341,"Dass, Radhika.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015016742341.basic.json.bz2,Bibliographies|NotFiction,Allahabad|Central Book Depot|1966,1966,HJ2928.D3,5385912,ii ,971151,other,1966,Taxation|India,Finances of the Indian Union since 1947,non
mdp.39015046866342,"Jakobovits, Leon A.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015046866342.basic.json.bz2,Bibliographies|NotFiction,"Englewood Cliffs, N.J.|Prentice-Hall|1967",1967,P106.J3,179793,nju,1180925,other,1967,Psycholinguistics|Collections,Readings in the psychology of language,non
uc2.ark:/13960/t2r50qc0h,"Howard, W. L.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc2.ark+=13960=t2r50qc0h.basic.json.bz2,Bibliographies|NotFiction|Electronic texts,"Berkeley, Cal.|Agricultural Experiment Station|1945.",1945,,10359057,cau,100089598,other,1945,"1849-1926|Plant introduction|Plant breeding|Burbank, Luther",Luther Burbank's plant contributions,non
pst.000044302580,"King, David N.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/pst.000044302580.basic.json.bz2,Bibliographies|NotFiction,London|New York|International Thomson Business Press|1999.,1999,HG6024.A3K56 1999,40299677,xxk,12262594,other,1999,Financial instruments|Derivative securities,Financial claims and derivatives,non
mdp.39015014763505,"Helke, Michael,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015014763505.basic.json.bz2,Bibliographies|NotFiction,New York|Garland Pub.|1979.,1979,,4490585,nyu,623466,other,1979,Pronoun|English language,The grammar of English reflexives,non
uc1.$b236317,"Raymond, Allen,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b236317.basic.json.bz2,NotFiction,"New York|Whittlesey House, McGraw-Hill|1933.",1933,HB87.R3,322169,nyu,1309302,other,1933,Technocracy,What is technocracy?,non
mdp.39015006358744,"Norton, F. H.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015006358744.basic.json.bz2,NotFiction,"Cambridge, Mass.|Addison-Wesley Pub. Co.|1956.",1956,NK4225.N65,565936,mau,1471682,other,1956,Pottery|Ceramics,Ceramics for the artist potter,non
mdp.39015010596131,"Weiss, Ann E.,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015010596131.basic.json.bz2,Bibliographies|NotFiction,"Hillside, N.J., U.S.A.|Enslow Publishers|c1985.",1985,R724.W36 1985,12132819,nju,627502,other,1985,Medical ethics|Bioethics,Bioethics,non
inu.30000011549023,,s,    ,v.1,/Volumes/TARDIS/work/hathifiles/counts/inu.30000011549023.basic.json.bz2,NotFiction,Los Angeles|1948-,1948,Z733.L87O7,2850334,cau,1164788,other,1948,Los Angeles Public Library,"Organization, administration, and management of the Los Angeles Public Library",non
uc1.$b236375,"Loeb, Harold,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b236375.basic.json.bz2,NotFiction,New York|The Viking press|1933.,1933,HB87.L6,581033,nyu,1324566,other,1933,Technocracy,"Life in a technocracy, what it might be like",non
mdp.39015002010992,"Hinshelwood, Cyril Norman,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015002010992.basic.json.bz2,UnknownGenre,Oxford|The Clarendon press|1926.,1926,,3336196,enk,1986445,other,1926,Kinetic theory of gases,The kinetics of chemical change in gaseous systems,non
mdp.39015010548330,"Herfindahl, Orris C.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015010548330.basic.json.bz2,NotFiction,Baltimore|Published for Resources for the Future by Johns Hopkins Press|c1959,1959,HD9539 C7U543,272624,mdu,958599,other,1959,United States|Copper industry and trade,Copper costs and prices,non
uc1.$b87425,"Parrish, Wayne W.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b87425.basic.json.bz2,NotFiction,New York|Farrar & Rinehart|1933,1933,HB87.P27,617156,xx ,6593521,other,1933,Technocracy,An outline of technocracy,non
mdp.39015012270479,"Vizedom, Monika.",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015012270479.basic.json.bz2,Bibliographies|NotFiction,"Beverly Hills, Calif.|Sage Publications|c1976.",1976,GN483.3.V58,2283260,cau,704880,other,1976,Rites and ceremonies|Initiation rites,Rites and relationships,non
uc1.b4372868,"Schulz, Fritz,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.b4372868.basic.json.bz2,NotFiction,Oxford|Clarendon Press|1969,1969,,254462739,   ,9510470,other,1969,Roman law,Classical Roman law,non
mdp.39015030727005,"Conrad, Joseph,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015030727005.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Page & co.|1923.",1923,,5140297,nyu,666733,fic,1923,,The Nigger of the Narcissus;,fic
uc1.b3929683,"Morgan, Charles,",s,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.b3929683.basic.json.bz2,Fiction|Publishers' advertisements,"London|Macmillan and Co., ...|1932.",1932,PZ3.M8194Fo,1712682,enk,006755031,fic,1932,,The fountain,fic
mdp.39015053247378,"Loubser, J. W.,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015053247378.basic.json.bz2,Fiction,Braamfontein|Varia Books|1969?,1969,PZ1.L88AfPR9881,215061,sa ,1441895,fic,1969,"Short stories, South African",Africana short stories;,fic
mdp.39015032550835,"Poe, Edgar Allan,",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015032550835.basic.json.bz2,Fiction,New York;The Heritage Press;c1941,1941,,274685,xx ,002877702,fic,1941,,Tales of mystery & imagination,fic
mdp.39015051364860,"Broughton, T. Alan",s,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39015051364860.basic.json.bz2,Fiction,New York|Morrow|c1984.,1984,,10557699,nyu,643127,fic,1984,,Hob's daughter,fic
